customer_id,age,gender,signup_date,contract_type,internet_service,payment_method,tenure_months,monthly_charges,total_charges,num_services,support_tickets,late_payments,satisfaction_score,last_login_days,city,churn
CUST102267,35.0,Male,2023-05-04,Two year,Fiber optic,Electronic check,32,93.09,2900.24,5,2,0,6.0,,Bengaluru,No
CUST101221,53.0,Female,2021-03-05,One year,Fiber optic,Credit card,58,80.76,4556.4,4,1,0,8.0,17.0,Hyderabad,No
CUST102714,36.0,Male,2024-06-03,Month-to-month,DSL,Bank transfer,19,31.93,591.94,3,2,3,9.0,17.0,Pune,No
CUST103613,32.0,Female,2024-09-08,Two year,Fiber optic,Electronic check,16,82.39,1422.05,3,3,0,9.0,20.0,Pune,No
CUST100683,32.0,Male,2021-01-30,One year,DSL,Electronic check,59,72.25,5382.72,8,2,0,8.0,27.0,Bengaluru,Yes
CUST103035,44.0,Female,2025-06-30,Month-to-month,DSL,Electronic check,6,44.25,219.91,2,2,3,8.0,22.0,Delhi,No
CUST103379,35.0,MALE,2025-10-02,One year,Fiber optic,Electronic check,3,33.4,90.52,2,0,0,8.0,16.0,Pune,No
CUST101714,26.0,Male,2023-03-10,Month-to-month,Fiber optic,Bank transfer,34,71.03,2706.27,3,0,0,8.0,21.0,Bengaluru,No
CUST103320,19.0,Male,2021-03-01,One year,DSL,Credit card,58,91.93,5436.34,7,3,1,7.0,30.0,Pune,No
CUST102908,24.0,Female,2025-02-06,Month-to-month,No internet,Electronic check,11,58.12,644.21,4,0,1,9.0,21.0,Bengaluru,No
CUST100070,23.0,Female,2022-06-06,One year,Fiber optic,Bank transfer,43,53.83,2187.6,2,1,0,7.0,8.0,Bengaluru,No
CUST100926,36.0,Male,2021-11-09,Month-to-month,DSL,Bank transfer,50,48.56,2292.06,6,1,2,7.0,34.0,Pune,Yes
CUST102818,47.0,Female,2023-08-03,One year,Fiber optic,Credit card,29,81.55,2292.36,5,2,1,5.0,46.0,Delhi,No
CUST100800,28.0,Male,2024-02-01,One year,Fiber optic,Electronic check,23,49.96,837.36,3,2,1,7.0,10.0,Pune,Yes
CUST103282,31.0,Female,2023-04-21,Two year,DSL,Credit card,32,,1544.67,1,1,0,8.0,21.0,Hyderabad,No
CUST103109,28.0,Male,2022-01-24,Month-to-month,DSL,Credit card,47,69.24,3265.01,5,2,3,7.0,22.0,Bengaluru,No
CUST102596,,Female,2022-11-15,One year,DSL,Credit card,38,56.29,2199.92,5,1,0,7.0,47.0,Chennai,No
CUST103338,25.0,Female,2023-03-26,Month-to-month,No internet,Electronic check,33,43.66,1425.32,2,2,2,5.0,22.0,Bengaluru,Yes
CUST101323,19.0,Male,2022-04-12,Month-to-month,Fiber optic,Credit card,45,96.12,4562.06,7,2,1,5.0,11.0,Chennai,No
CUST103505,58.0,Male,2021-01-07,Two year,DSL,Credit card,60,44.76,2935.53,2,1,0,9.0,6.0,Delhi,No
CUST101209,42.0,Male,2025-12-03,Month-to-month,No internet,Electronic check,1,,44.23,2,3,1,4.0,5.0,Pune,Yes
CUST100952,44.0,Male,2022-07-02,One year,DSL,Bank transfer,42,30.09,1265.57,3,3,0,7.0,15.0,Pune,No
CUST102337,48.0,Male,2022-02-16,Two year,Fiber optic,Credit card,46,64.62,2927.27,4,3,0,7.0,34.0,Mumbai,No
CUST101658,47.0,Female,2021-03-09,Month-to-month,DSL,Electronic check,58,52.38,3315.55,4,4,1,7.0,16.0,Chennai,No
CUST101485,28.0,Female,2022-01-10,One year,DSL,Electronic check,48,73.58,3900.59,8,2,0,8.0,21.0,Chennai,No
CUST104387,45.0, female ,2024-04-29,One year,Fiber optic,Bank transfer,20,28.6,625.68,1,3,0,7.0,19.0,Hyderabad,No
CUST103800,34.0,Female,2022-09-21,One year,DSL,Mailed check,39,56.56,2513.35,5,2,0,6.0,44.0,Bengaluru,Yes
CUST103055,24.0,Female,2022-09-03,One year,No internet,Mailed check,40,36.72,1338.32,3,3,0,9.0,50.0,Chennai,Yes
CUST102988,41.0,Female,2023-04-23,One year,No internet,Credit card,32,57.3,1901.3,5,0,2,8.0,18.0,,No
CUST101803,33.0,Male,2025-10-04,Month-to-month,DSL,Electronic check,3,26.04,74.7,1,1,2,7.0,12.0,Hyderabad,No
CUST101935,57.0,Female,2025-04-10,Month-to-month,Fiber optic,Electronic check,9,61.08,615.44,2,2,1,5.0,20.0,Chennai,Yes
CUST101049,43.0,Female,2022-08-02,Two year,No internet,Electronic check,41,40.68,1528.08,3,4,1,6.0,12.0,Chennai,No
CUST104739,37.0,Male,2021-01-01,Two year,DSL,Bank transfer,60,102.62,5945.01,8,3,1,6.0,36.0,Delhi,No
CUST103657,61.0,Female,2023-02-28,One year,DSL,Bank transfer,34,40.64,1422.63,3,1,1,8.0,23.0,Mumbai,Yes
CUST103691,37.0,Female,2024-07-21,Two year,No internet,Electronic check,17,87.05,1360.75,8,2,2,8.0,36.0,Delhi,No
CUST102955,26.0,Male,2024-07-08,Two year,Fiber optic,Bank transfer,18,80.58,1568.93,5,4,2,4.0,24.0,Pune,No
CUST102348,56.0,Female,2023-07-28,Two year,Fiber optic,Electronic check,29,81.81,2262.73,5,1,1,9.0,16.0,Chennai,No
CUST101952,18.0,Female,2024-06-08,Month-to-month,DSL,Credit card,19,42.54,728.41,3,0,0,8.0,26.0,Bengaluru,Yes
CUST100969,38.0,Male,2021-08-02,Month-to-month,Fiber optic,Credit card,53,86.91,4695.72,6,0,1,6.0,5.0,Pune,No
CUST101606,44.0,Male,2024-10-20,Month-to-month,Fiber optic,Credit card,14,56.28,682.69,4,3,0,5.0,40.0,Pune,Yes
CUST103820,50.0,Male,2023-01-19,Two year,DSL,Bank transfer,35,63.29,1859.97,4,2,0,7.0,28.0,Hyderabad,No
CUST103975,42.0,Male,2022-07-03,Month-to-month,DSL,Bank transfer,42,39.65,1681.1,3,2,2,7.0,15.0,Mumbai,No
CUST101878,55.0,Female,2021-03-27,Two year,No internet,Electronic check,57,46.12,2478.93,4,2,2,6.0,21.0,Mumbai,Yes
CUST101670,37.0,Male,2021-06-19,Month-to-month,No internet,Electronic check,54,45.72,2253.82,4,2,1,5.0,10.0,Hyderabad,No
CUST103646,55.0,Female,2022-06-25,Month-to-month,Fiber optic,Credit card,42,76.3,2801.49,5,1,1,9.0,8.0,Chennai,No
CUST102095,47.0,Female,2024-08-02,Month-to-month,DSL,Bank transfer,17,41.24,648.62,2,2,2,7.0,57.0,Hyderabad,No
CUST100233,52.0,Female,2021-11-15,Two year,DSL,Credit card,50,35.53,1723.97,3,1,2,5.0,26.0,Pune,No
CUST104589,32.0,Female,2025-10-05,One year,Fiber optic,Electronic check,3,61.75,206.21,3,3,0,7.0,20.0,Pune,No
CUST100633,18.0,Male,2025-07-02,One year,No internet,Electronic check,6,65.08,390.44,5,3,2,6.0,28.0,Chennai,No
CUST103837,36.0,Male,2023-11-07,Two year,DSL,Electronic check,26,57.54,1421.19,4,2,1,6.0,10.0,Hyderabad,No
CUST100415,40.0,Male,2022-10-30,Two year,DSL,Mailed check,38,65.28,2764.68,5,4,2,7.0,16.0,Chennai,No
CUST101840,31.0,Male,2022-06-18,One year,DSL,Electronic check,42,36.22,1625.72,2,1,0,4.0,18.0,Hyderabad,No
CUST101723,61.0,Female,2021-09-29,Month-to-month,DSL,Electronic check,51,49.49,2639.65,4,3,3,7.0,27.0,Delhi,Yes
CUST101862,55.0,Female,2022-02-18,Month-to-month,No internet,Electronic check,46,26.57,1331.88,3,3,0,10.0,24.0,Mumbai,No
CUST104533,20.0,Female,2023-11-21,Two year,Fiber optic,Credit card,25,73.64,1951.4,4,4,3,5.0,28.0,Bengaluru,No
CUST102236,38.0,Male,2024-03-13,Month-to-month,DSL,Credit card,22,49.17,1079.71,4,1,1,8.0,27.0,Pune,No
CUST100017,26.0,Male,2022-11-21,Month-to-month,No internet,Credit card,37,61.8,2454.13,5,0,1,7.0,23.0,Delhi,No
CUST103085,47.0,Male,2022-11-30,One year,DSL,Electronic check,37,49.48,1878.99,4,0,1,8.0,15.0,Bengaluru,No
CUST101732,35.0,Male,2023-02-28,Month-to-month,Fiber optic,Credit card,34,68.88,2137.59,3,3,0,6.0,24.0,Delhi,No
CUST101740,33.0,Female,2024-11-05,Month-to-month,No internet,Bank transfer,14,37.72,471.98,2,1,2,6.0,4.0,Hyderabad,Yes
CUST101020,42.0,Male,2025-09-27,One year,Fiber optic,Mailed check,3,77.56,198.67,5,1,1,8.0,5.0,Hyderabad,No
CUST100596,32.0,Female,2022-09-09,One year,Fiber optic,Mailed check,40,90.31,3351.28,6,3,1,6.0,50.0,Delhi,Yes
CUST104207,49.0,Male,2021-04-30,One year,DSL,Electronic check,56,55.29,2747.26,5,1,1,8.0,15.0,Hyderabad,No
CUST102181,41.0,Female,2024-10-24,Month-to-month,DSL,Bank transfer,14,46.08,654.22,4,0,1,8.0,12.0,Pune,No
CUST100977,33.0,Female,2024-10-14,Month-to-month,Fiber optic,Bank transfer,15,66.26,961.3,3,4,2,6.0,8.0,Chennai,No
CUST102473,45.0,Female,2025-07-19,One year,Fiber optic,Bank transfer,5,56.52,275.78,3,1,0,8.0,14.0,Bengaluru,No
CUST102934,29.0,Female,2025-11-08,One year,DSL,Credit card,2,51.83,90.64,3,1,1,6.0,26.0,Pune,No
CUST100893,38.0,Male,2025-02-05,Month-to-month,Fiber optic,Electronic check,11,56.94,644.1,3,0,0,9.0,15.0,Hyderabad,No
CUST100371,54.0,Male,2023-07-04,Month-to-month,DSL,Bank transfer,30,36.02,971.21,2,2,1,7.0,27.0,Pune,No
CUST101371,48.0,Female,2022-06-08,One year,DSL,Bank transfer,43,58.63,2406.21,5,1,1,5.0,18.0,Hyderabad,No
CUST101973,58.0,Female,2023-03-22,Month-to-month,DSL,Bank transfer,33,44.61,1436.92,4,2,4,7.0,14.0,Pune,No
CUST100598,41.0,Male,2025-10-12,Month-to-month,Fiber optic,Electronic check,3,61.07,202.58,4,3,1,5.0,13.0,Hyderabad,No
CUST100238,25.0,Female,2025-11-29,One year,DSL,Electronic check,1,62.26,55.51,4,0,2,7.0,9.0,Hyderabad,No
CUST104764,52.0,Female,2023-01-02,Month-to-month,Fiber optic,Electronic check,36,97.82,2907.33,5,3,5,6.0,61.0,Delhi,No
CUST104391,53.0,Male,2025-02-27,Two year,DSL,Credit card,10,66.29,608.15,6,2,1,10.0,16.0,Delhi,No
CUST102917,60.0,Male,2023-09-27,One year,DSL,Credit card,27,32.75,899.85,3,1,3,4.0,12.0,Chennai,Yes
CUST102115,35.0,Male,2025-07-16,One year,DSL,Bank transfer,6,,356.71,6,0,0,9.0,2.0,Bengaluru,No
CUST102016,38.0,Male,2025-10-11,One year,No internet,Credit card,3,24.62,71.28,2,0,0,9.0,16.0,Chennai,No
CUST104942,35.0,Male,2022-08-06,One year,Fiber optic,Credit card,41,51.79,2210.72,2,2,0,6.0,18.0,Bengaluru,No
CUST103203,51.0,Female,2023-12-03,Month-to-month,DSL,Electronic check,25,68.57,1490.98,5,3,2,7.0,18.0,Chennai,No
CUST104473,49.0,Male,2022-03-05,Two year,DSL,Credit card,46,77.1,3570.06,6,1,3,6.0,9.0,Pune,Yes
CUST104655,37.0,Male,2024-12-29,Two year,Fiber optic,Electronic check,12,84.15,940.56,6,2,1,9.0,15.0,Hyderabad,No
CUST102788,31.0,Male,2024-05-11,Month-to-month,Fiber optic,Mailed check,20,64.01,1216.26,6,3,2,6.0,20.0,Hyderabad,No
CUST100915,52.0,Female,2022-04-16,One year,Fiber optic,Electronic check,45,75.98,2706.78,4,1,3,5.0,16.0,Hyderabad,No
CUST100733,36.0,Male,2021-05-05,One year,Fiber optic,Bank transfer,56,71.29,4117.07,4,0,2,8.0,10.0,Bengaluru,No
CUST101932,28.0,Male,2023-06-22,One year,Fiber optic,Electronic check,30,55.57,1675.45,3,2,1,4.0,16.0,Pune,No
CUST103316,36.0,Female,2021-02-17,One year,No internet,Bank transfer,58,55.62,3335.96,5,1,1,6.0,14.0,Bengaluru,No
CUST101918,34.0,Female,2021-12-19,One year,DSL,Bank transfer,48,,2124.88,3,1,2,8.0,,Bengaluru,No
CUST104275,33.0,Female,2022-07-16,One year,Fiber optic,Bank transfer,42,72.77,3635.62,5,1,4,8.0,32.0,Chennai,No
CUST100841,38.0,Male,2023-05-03,One year,Fiber optic,Electronic check,32,101.09,3439.66,7,0,0,8.0,33.0,Bengaluru,No
CUST101536,47.0,Female,2024-10-14,Two year,DSL,Electronic check,15,55.67,899.6,6,3,0,7.0,21.0,Hyderabad,No
CUST101501,31.0,Male,2021-09-22,Month-to-month,No internet,Electronic check,51,38.36,1994.55,1,2,1,6.0,38.0,Delhi,No
CUST101672,40.0,Female,2024-01-10,Two year,Fiber optic,Electronic check,24,92.32,2058.72,6,2,1,8.0,23.0,Mumbai,No
CUST103585,62.0,Male,2022-04-30,Two year,Fiber optic,Credit card,44,54.94,2208.94,4,5,1,5.0,27.0,Bengaluru,No
CUST104793,37.0,Male,2022-08-13,One year,Fiber optic,Mailed check,41,65.58,2711.79,4,1,1,7.0,16.0,Bengaluru,No
CUST100621,38.0,Female,2024-02-02,Two year,Fiber optic,Bank transfer,23,121.24,2393.14,8,0,1,8.0,6.0,Bengaluru,No
CUST102328,40.0,Male,2024-10-11,Month-to-month,No internet,Electronic check,15,77.03,1199.67,6,1,1,5.0,13.0,Chennai,Yes
CUST103679,39.0,Male,2023-05-31,Month-to-month,Fiber optic,Credit card,31,72.75,2059.74,3,1,0,6.0,19.0,Delhi,Yes
CUST100566,36.0,Male,2021-01-29,Month-to-month,DSL,Bank transfer,59,49.35,3268.98,5,1,1,8.0,6.0,Pune,No
CUST101779,56.0,Male,2023-10-16,Month-to-month,DSL,Mailed check,27,43.53,1001.72,4,1,3,8.0,27.0,Hyderabad,No
CUST102210,47.0,Female,2021-07-07,One year,No internet,Electronic check,54,47.33,2241.3,2,3,0,4.0,14.0,Chennai,No
CUST101615,44.0,Male,2025-06-01,Two year,DSL,,7,50.54,379.4,5,2,0,6.0,5.0,Bengaluru,No
CUST100051,46.0,Female,2021-01-16,Month-to-month,Fiber optic,Electronic check,59,64.88,3784.75,3,2,1,8.0,22.0,Hyderabad,No
CUST102331,19.0,Male,2025-09-27,Month-to-month,DSL,Credit card,3,80.77,193.92,8,1,0,6.0,14.0,Mumbai,No
CUST100787,36.0,Male,2025-07-13,Month-to-month,Fiber optic,Credit card,6,116.26,674.44,8,0,2,8.0,3.0,Delhi,No
CUST102944,36.0,Male,2024-10-16,One year,Fiber optic,Credit card,15,77.96,1171.37,5,2,1,8.0,11.0,Pune,No
CUST103100,26.0,Female,2021-10-25,Month-to-month,Fiber optic,Bank transfer,50,38.15,1693.22,1,2,2,8.0,19.0,Delhi,Yes
CUST100534,19.0,Male,2024-07-04,One year,Fiber optic,Bank transfer,18,67.3,1099.25,3,3,0,7.0,28.0,Delhi,No
CUST104169,44.0,Male,2024-02-15,One year,DSL,Credit card,23,51.14,1239.53,5,1,0,8.0,9.0,Bengaluru,No
CUST101253,42.0,Male,2025-02-12,Month-to-month,Fiber optic,Credit card,11,74.62,696.69,3,1,1,8.0,19.0,Pune,No
CUST100443,54.0,Female,2021-02-02,Month-to-month,DSL,Electronic check,59,66.89,4049.27,5,3,2,8.0,9.0,Chennai,No
CUST101424,40.0,Female,2021-12-10,Month-to-month,DSL,Electronic check,49,60.73,3434.92,4,3,2,4.0,32.0,Chennai,Yes
CUST100195,27.0,Male,2021-04-17,Two year,DSL,Electronic check,57,59.12,3943.6,4,1,1,9.0,11.0,Chennai,No
CUST100721,52.0,Male,2021-04-04,Month-to-month,Fiber optic,Bank transfer,57,109.63,6315.87,7,2,0,7.0,47.0,Pune,No
CUST101618,42.0,Male,2021-09-10,Month-to-month,DSL,Electronic check,52,,4074.63,6,4,0,5.0,12.0,Pune,No
CUST101175,19.0,Female,2024-03-08,Month-to-month,Fiber optic,Credit card,22,32.46,647.5,2,1,2,7.0,33.0,Delhi,No
CUST104329,18.0,Female,2021-12-30,Two year,Fiber optic,Mailed check,48,68.75,3134.34,5,1,0,8.0,39.0,Chennai,No
CUST103044,40.0,MALE,2021-12-14,One year,DSL,Credit card,49,33.52,1817.48,2,0,1,5.0,20.0,Chennai,No
CUST101397,36.0,Male,2022-10-02,Month-to-month,Fiber optic,Electronic check,39,73.68,2597.59,5,3,1,7.0,25.0,Delhi,No
CUST103006,18.0,Female,2021-02-18,One year,No internet,Bank transfer,58,57.89,4014.4,4,1,4,,9.0,Delhi,No
CUST104277,35.0,Female,2024-10-05,Two year,No internet,Bank transfer,15,67.92,799.51,5,2,0,8.0,13.0,Mumbai,Yes
CUST103364,44.0,Female,2025-07-18,Month-to-month,DSL,Mailed check,5,34.67,187.11,3,0,2,10.0,26.0,Hyderabad,No
CUST103750,35.0,Female,2023-09-22,One year,DSL,Electronic check,27,47.22,1094.82,4,1,1,9.0,15.0,Delhi,No
CUST100644,34.0,Male,2022-06-30,Month-to-month,DSL,Electronic check,42,44.64,1808.25,4,4,2,6.0,15.0,Hyderabad,No
CUST104717,34.0,Female,2023-05-01,One year,Fiber optic,Credit card,32,60.68,1885.96,2,1,1,7.0,10.0,Chennai,No
CUST103815,29.0,Male,2022-09-13,Month-to-month,DSL,Electronic check,40,51.21,2070.07,4,3,2,7.0,12.0,Hyderabad,No
CUST104892,25.0,Male,2024-11-08,Month-to-month,DSL,Credit card,14,75.49,1027.31,7,3,2,6.0,11.0,Delhi,No
CUST100926,36.0,Male,2021-11-09,Month-to-month,DSL,Bank transfer,50,48.56,2292.06,6,1,2,7.0,34.0,Pune,Yes
CUST100120,26.0,Male,2022-07-20,Month-to-month,DSL,Credit card,41,29.17,1121.16,2,2,1,7.0,22.0,Chennai,No
CUST101255,30.0,Male,2023-02-04,Month-to-month,Fiber optic,Bank transfer,35,57.25,2049.98,3,1,0,7.0,3.0,Hyderabad,No
CUST101187,42.0,Male,2024-01-12,One year,DSL,Electronic check,24,52.54,1162.88,3,5,0,5.0,,Hyderabad,No
CUST104913,25.0,Female,2025-10-29,Month-to-month,DSL,Credit card,2,65.83,137.06,5,2,2,8.0,12.0,Bengaluru,No
CUST104080,51.0,Female,2021-01-31,Month-to-month,DSL,Electronic check,59,88.87,6041.98,8,3,0,8.0,19.0,Pune,No
CUST103542,36.0,Female,2022-09-02,Month-to-month,Fiber optic,Mailed check,40,60.43,2237.45,3,1,1,6.0,8.0,Pune,No
CUST100134,20.0,Female,2022-09-13,One year,DSL,Credit card,40,45.7,1676.84,4,2,2,4.0,8.0,Bengaluru,No
CUST102702,48.0,Male,2024-12-25,Month-to-month,Fiber optic,Electronic check,12,81.66,836.27,5,4,2,5.0,7.0,Chennai,No
CUST103425,43.0,Female,2023-03-06,Month-to-month,Fiber optic,Electronic check,34,86.75,3307.35,7,1,4,6.0,10.0,Chennai,No
CUST102314,44.0,Male,2022-02-21,Month-to-month,No internet,Credit card,46,62.75,3448.59,4,1,1,5.0,3.0,Bengaluru,No
CUST100184,43.0,Female,2021-02-01,Month-to-month,No internet,Electronic check,59,54.0,3329.36,5,2,3,7.0,41.0,Pune,No
CUST104477,32.0,Female,2025-11-25,Two year,No internet,Mailed check,1,62.74,58.87,4,3,2,8.0,21.0,Pune,No
CUST103365,23.0,Female,2024-08-25,One year,DSL,Credit card,16,53.11,1008.21,4,1,1,6.0,34.0,Chennai,Yes
CUST100511,34.0,Male,2023-10-15,Month-to-month,Fiber optic,Bank transfer,27,52.45,1374.85,2,2,0,8.0,39.0,Hyderabad,No
CUST102133,42.0,MALE,2023-06-23,Two year,Fiber optic,Electronic check,30,67.8,2094.3,5,3,0,8.0,13.0,Chennai,No
CUST100062,40.0,Female,2022-06-10,Month-to-month,No internet,Electronic check,43,56.17,2556.43,4,1,1,7.0,7.0,Hyderabad,No
CUST103921,34.0,Male,2025-04-28,Month-to-month,Fiber optic,Credit card,8,67.56,562.58,5,3,2,6.0,12.0,Chennai,No
CUST102707,18.0,Female,2021-04-08,One year,DSL,Electronic check,57,51.02,3163.53,4,0,1,7.0,12.0,Delhi,No
CUST103764,37.0,Male,2022-05-13,Month-to-month,Fiber optic,Bank transfer,44,45.51,2039.98,2,2,2,8.0,7.0,Delhi,No
CUST104770,40.0,Male,2024-01-20,Month-to-month,No internet,Electronic check,23,91.48,2035.71,8,3,2,7.0,11.0,Delhi,No
CUST103865,25.0,Male,2023-03-01,One year,DSL,Bank transfer,34,68.24,2310.66,4,2,0,9.0,7.0,Chennai,No
CUST100251,42.0,Male,2021-03-27,Month-to-month,Fiber optic,Mailed check,57,74.69,4376.26,4,1,2,7.0,11.0,Bengaluru,No
CUST100994,37.0,Female,2023-05-02,Month-to-month,Fiber optic,Bank transfer,32,61.68,1824.36,4,1,0,8.0,9.0,Pune,No
CUST103790,32.0,Male,2022-07-26,One year,DSL,Electronic check,41,50.84,2186.34,5,3,0,5.0,33.0,Delhi,No
CUST100803,43.0,Female,2021-02-04,Month-to-month,DSL,Mailed check,59,60.93,3685.39,4,3,0,8.0,26.0,Mumbai,No
CUST102642,26.0,Male,2023-11-21,Month-to-month,DSL,Mailed check,25,39.47,1053.62,1,1,0,7.0,23.0,Hyderabad,No
CUST104529,55.0,Female,2022-11-18,Two year,DSL,Electronic check,37,65.17,2681.87,4,2,0,8.0,34.0,Delhi,No
CUST100122,41.0,Male,2025-03-20,One year,No internet,Bank transfer,9,58.28,548.6,4,2,1,7.0,16.0,Bengaluru,No
CUST104886,41.0,Female,2024-03-31,Month-to-month,DSL,Bank transfer,21,71.73,1423.21,6,2,0,8.0,25.0,Mumbai,No
CUST103635,23.0,Male,2022-10-09,One year,Fiber optic,Bank transfer,39,62.35,2409.91,3,1,1,5.0,11.0,Mumbai,No
CUST104257,51.0,Male,2023-01-22,Month-to-month,DSL,Credit card,35,34.93,1227.48,2,3,1,5.0,36.0,Hyderabad,No
CUST102457,31.0,Male,2025-10-07,One year,Fiber optic,Mailed check,3,81.59,239.82,7,1,1,7.0,22.0,Pune,No
CUST100567,30.0,Female,2022-01-13,Month-to-month,DSL,,48,68.85,3971.36,5,4,1,5.0,21.0,Hyderabad,No
CUST102168,29.0,Male,2023-02-02,One year,Fiber optic,Bank transfer,35,52.46,1708.96,3,3,0,7.0,9.0,Bengaluru,No
CUST103945,37.0,Male,2022-12-07,Month-to-month,DSL,Electronic check,37,53.31,2068.63,4,7,0,4.0,22.0,Hyderabad,No
CUST101436,33.0,Male,2025-08-28,Month-to-month,Fiber optic,Electronic check,4,46.18,169.45,1,2,0,8.0,55.0,Bengaluru,Yes
CUST101609,33.0,Female,2021-11-24,Two year,DSL,Electronic check,49,36.95,2141.69,4,3,3,3.0,18.0,Delhi,No
CUST100896,30.0,Female,2022-04-25,Month-to-month,No internet,Electronic check,44,67.65,2920.3,5,1,2,7.0,3.0,Hyderabad,No
CUST101786,51.0,Female,2024-07-05,One year,Fiber optic,Electronic check,18,60.72,1197.81,3,2,2,8.0,13.0,Mumbai,No
CUST101025,34.0,Female,2024-02-16,One year,Fiber optic,Electronic check,23,85.07,1746.9,6,5,2,4.0,20.0,Bengaluru,Yes
CUST104903,40.0,Male,2024-02-07,Two year,DSL,Mailed check,23,61.54,1390.79,6,1,2,8.0,26.0,Pune,No
CUST100812,41.0,Male,2025-06-07,One year,DSL,Credit card,7,42.67,296.06,2,1,3,7.0,32.0,Bengaluru,No
CUST100720,37.0,Male,2022-04-17,Month-to-month,DSL,Electronic check,45,38.62,2000.77,2,5,0,3.0,36.0,Mumbai,No
CUST102749,47.0,Male,2022-10-16,Two year,DSL,Bank transfer,39,51.06,2131.44,4,4,3,5.0,21.0,Bengaluru,No
CUST103492,35.0,Male,2024-08-29,Two year,DSL,Bank transfer,16,32.39,537.45,2,1,3,6.0,7.0,Hyderabad,No
CUST102231,25.0,Female,2023-03-01,One year,Fiber optic,Electronic check,34,63.38,1999.98,2,1,0,10.0,13.0,Delhi,No
CUST103535,22.0,Male,2024-12-03,Month-to-month,Fiber optic,Credit card,13,62.92,816.33,3,0,1,6.0,8.0,Chennai,No
CUST100602,53.0,Female,2021-04-01,Month-to-month,No internet,Bank transfer,57,45.4,3095.12,3,2,2,6.0,8.0,Chennai,No
CUST103826,48.0,Female,2022-09-03,Month-to-month,DSL,Bank transfer,40,79.55,3252.92,5,1,1,6.0,38.0,Delhi,No
CUST103275,24.0,Female,2022-06-24,Month-to-month,DSL,Electronic check,42,71.95,3206.5,6,4,2,5.0,16.0,Chennai,No
CUST103126,37.0, female ,2021-08-12,One year,Fiber optic,Mailed check,53,93.69,4924.7,4,3,1,7.0,17.0,Pune,No
CUST103503,24.0,Male,2024-05-24,One year,No internet,Bank transfer,19,52.18,818.56,4,1,3,8.0,11.0,Bengaluru,No
CUST100318,50.0,Male,2024-02-24,Month-to-month,DSL,Electronic check,22,19.92,443.9,1,3,0,6.0,23.0,Hyderabad,No
CUST104746,47.0,Female,2024-10-30,Month-to-month,Fiber optic,Mailed check,14,43.14,661.58,2,1,2,5.0,25.0,Mumbai,Yes
CUST102311,41.0,Female,2021-08-30,Two year,Fiber optic,Electronic check,52,101.86,5301.11,6,3,0,6.0,22.0,Bengaluru,No
CUST100274,57.0,Male,2023-03-26,One year,No internet,Electronic check,33,54.0,1813.96,4,4,1,7.0,15.0,Mumbai,No
CUST101892,24.0,Female,2025-05-26,One year,No internet,Bank transfer,7,41.61,301.45,3,1,0,9.0,5.0,Chennai,No
CUST100549,,Female,2023-03-05,Two year,DSL,Electronic check,34,58.06,2083.84,4,1,1,8.0,13.0,,No
CUST104091,39.0,Male,2023-04-20,Month-to-month,DSL,Credit card,32,68.26,1960.99,5,4,2,5.0,10.0,Hyderabad,Yes
CUST100838,60.0,Male,2023-07-28,Month-to-month,DSL,Mailed check,29,46.06,1428.81,3,1,1,7.0,12.0,Bengaluru,No
CUST104917,37.0,Female,2023-04-25,Month-to-month,DSL,Credit card,32,78.38,2373.1,8,3,1,6.0,14.0,Mumbai,No
CUST104731,34.0,Male,2021-11-21,Month-to-month,Fiber optic,Electronic check,49,102.07,4982.15,6,3,2,6.0,14.0,Mumbai,No
CUST100605,44.0,Female,2022-04-21,One year,Fiber optic,Electronic check,44,60.35,2407.82,2,1,2,8.0,10.0,Bengaluru,No
CUST104481,37.0,Female,2023-08-15,Two year,No internet,Bank transfer,29,53.18,1521.46,4,2,0,8.0,27.0,Pune,No
CUST100527,40.0,Male,2024-10-06,Month-to-month,DSL,Bank transfer,15,64.54,950.8,5,2,0,6.0,35.0,Pune,No
CUST103094,60.0,Male,2022-08-07,Month-to-month,Fiber optic,Electronic check,41,60.76,2758.09,3,3,0,6.0,38.0,Chennai,No
CUST102378,39.0,Male,2025-10-16,Two year,Fiber optic,Credit card,3,111.48,304.12,8,5,2,5.0,15.0,Pune,No
CUST104150,33.0,Female,2023-10-02,Two year,Fiber optic,Electronic check,27,78.71,1841.4,4,1,1,10.0,18.0,Mumbai,No
CUST103822,37.0,Female,2023-02-11,One year,DSL,Electronic check,35,83.73,2458.93,8,0,0,6.0,18.0,Delhi,No
CUST104850,34.0,Male,2023-03-15,Month-to-month,Fiber optic,Electronic check,34,63.12,2363.72,4,0,3,3.0,5.0,Bengaluru,No
CUST101849,46.0,Female,2024-12-19,Month-to-month,Fiber optic,Electronic check,12,81.27,997.63,5,0,3,6.0,5.0,Chennai,No
CUST100298,18.0,Male,2024-07-15,One year,Fiber optic,Electronic check,18,86.18,1573.98,6,1,2,7.0,22.0,Hyderabad,No
CUST103982,34.0,Female,2024-06-01,Month-to-month,Fiber optic,Electronic check,19,100.8,1876.26,8,3,0,6.0,14.0,Delhi,No
CUST103459,47.0,Female,2021-08-16,Month-to-month,Fiber optic,Electronic check,53,57.46,3037.69,2,1,1,8.0,10.0,Delhi,No
